audio_1,audio_2,score,label,predict_label
dataset/tow/wavs/429-F-25/429_5.wav,dataset/tow/wavs/429-F-25/429_26.wav,0.7225652,1,1
dataset/tow/wavs/429-F-25/429_5.wav,dataset/tow/wavs/806-M-32/806_23.wav,0.27719593,0,0
dataset/tow/wavs/429-F-25/429_24.wav,dataset/tow/wavs/429-F-25/429_26.wav,0.6813707,1,1
dataset/tow/wavs/429-F-25/429_24.wav,dataset/tow/wavs/639-F-26/639_0.wav,0.17185588,0,0
dataset/tow/wavs/43-F-27/43_21.wav,dataset/tow/wavs/43-F-27/43_19_vad_0.wav,0.6857502,1,1
dataset/tow/wavs/43-F-27/43_21.wav,dataset/tow/wavs/653-M-33/653_20.wav,0.37340152,0,0
dataset/tow/wavs/43-F-27/43_21.wav,dataset/tow/wavs/43-F-27/43_19.wav,0.70487106,1,1
dataset/tow/wavs/43-F-27/43_21.wav,dataset/tow/wavs/563-F-29/563_10.wav,0.22762008,0,0
dataset/tow/wavs/43-F-27/43_19_vad_0.wav,dataset/tow/wavs/43-F-27/43_19.wav,0.9204542,1,1
dataset/tow/wavs/43-F-27/43_19_vad_0.wav,dataset/tow/wavs/594-F-25/594_5.wav,0.2095882,0,0
dataset/tow/wavs/430-M-28/430_2.wav,dataset/tow/wavs/430-M-28/430_12_vad_0.wav,0.717765,1,1
dataset/tow/wavs/430-M-28/430_2.wav,dataset/tow/wavs/527-M-24/527_19.wav,0.33128238,0,0
dataset/tow/wavs/430-M-28/430_2.wav,dataset/tow/wavs/430-M-28/430_7_vad_0.wav,0.7558595,1,1
dataset/tow/wavs/430-M-28/430_2.wav,dataset/tow/wavs/474-M-28/474_31.wav,0.2240415,0,0
dataset/tow/wavs/430-M-28/430_12_vad_0.wav,dataset/tow/wavs/430-M-28/430_7_vad_0.wav,0.8199283,1,1
dataset/tow/wavs/430-M-28/430_12_vad_0.wav,dataset/tow/wavs/783-F-34/783_1.wav,0.22335234,0,0
dataset/tow/wavs/431-F-27/431_1.wav,dataset/tow/wavs/431-F-27/431_17.wav,0.58433956,1,1
dataset/tow/wavs/431-F-27/431_1.wav,dataset/tow/wavs/566-F-32/566_2_vad_1.wav,0.2034451,0,0
dataset/tow/wavs/431-F-27/431_1.wav,dataset/tow/wavs/431-F-27/431_22.wav,0.6803535,1,1
dataset/tow/wavs/431-F-27/431_1.wav,dataset/tow/wavs/724-M-31/724-7.wav,0.29906502,0,0
dataset/tow/wavs/431-F-27/431_17.wav,dataset/tow/wavs/431-F-27/431_22.wav,0.6899382,1,1
dataset/tow/wavs/431-F-27/431_17.wav,dataset/tow/wavs/467-M-37/467_3.wav,0.21780443,0,0
dataset/tow/wavs/432-M-27/432_34_vad_0.wav,dataset/tow/wavs/432-M-27/432_45.wav,0.7864436,1,1
dataset/tow/wavs/432-M-27/432_34_vad_0.wav,dataset/tow/wavs/761-F-29/761_14.wav,0.0824187,0,0
dataset/tow/wavs/432-M-27/432_34_vad_0.wav,dataset/tow/wavs/432-M-27/432_19.wav,0.7324604,1,1
dataset/tow/wavs/432-M-27/432_34_vad_0.wav,dataset/tow/wavs/661-M-36/661_5.wav,0.12101221,0,0
dataset/tow/wavs/432-M-27/432_45.wav,dataset/tow/wavs/432-M-27/432_19.wav,0.7530786,1,1
dataset/tow/wavs/432-M-27/432_45.wav,dataset/tow/wavs/665-F-26/665_0.wav,0.19121416,0,0
dataset/tow/wavs/433-F-26/433_18.wav,dataset/tow/wavs/433-F-26/433_39.wav,0.70054305,1,1
dataset/tow/wavs/433-F-26/433_18.wav,dataset/tow/wavs/792-M-31/792_14_vad_0.wav,0.19827284,0,0
dataset/tow/wavs/433-F-26/433_18.wav,dataset/tow/wavs/433-F-26/433_4.wav,0.69631034,1,1
dataset/tow/wavs/433-F-26/433_18.wav,dataset/tow/wavs/441-M-37/441_18.wav,0.24814384,0,0
dataset/tow/wavs/433-F-26/433_39.wav,dataset/tow/wavs/433-F-26/433_4.wav,0.7106239,1,1
dataset/tow/wavs/433-F-26/433_39.wav,dataset/tow/wavs/570-F-24/570_22_vad_0.wav,0.06074839,0,0
dataset/tow/wavs/434-F-30/434_30_vad_0.wav,dataset/tow/wavs/434-F-30/434_34.wav,0.6080135,1,1
dataset/tow/wavs/434-F-30/434_30_vad_0.wav,dataset/tow/wavs/749-F-27/749_3.wav,0.44960722,0,0
dataset/tow/wavs/434-F-30/434_30_vad_0.wav,dataset/tow/wavs/434-F-30/434_32.wav,0.63174564,1,1
dataset/tow/wavs/434-F-30/434_30_vad_0.wav,dataset/tow/wavs/761-F-29/761_9.wav,0.26593465,0,0
dataset/tow/wavs/434-F-30/434_34.wav,dataset/tow/wavs/434-F-30/434_32.wav,0.5932981,1,1
dataset/tow/wavs/434-F-30/434_34.wav,dataset/tow/wavs/795-F-27/795_13.wav,0.19985346,0,0
dataset/tow/wavs/435-M-31/435_5.wav,dataset/tow/wavs/435-M-31/435_6.wav,0.7260214,1,1
dataset/tow/wavs/435-M-31/435_5.wav,dataset/tow/wavs/702-M-30/702_15.wav,0.46310863,0,0
dataset/tow/wavs/435-M-31/435_5.wav,dataset/tow/wavs/435-M-31/435_35.wav,0.73455703,1,1
dataset/tow/wavs/435-M-31/435_5.wav,dataset/tow/wavs/529-F-31/529_15.wav,0.33845806,0,0
dataset/tow/wavs/435-M-31/435_6.wav,dataset/tow/wavs/435-M-31/435_35.wav,0.7309127,1,1
dataset/tow/wavs/435-M-31/435_6.wav,dataset/tow/wavs/508-F-29/508_10.wav,0.2554017,0,0
dataset/tow/wavs/436-M-30/436_7.wav,dataset/tow/wavs/436-M-30/436_21_vad_0.wav,0.6984633,1,1
dataset/tow/wavs/436-M-30/436_7.wav,dataset/tow/wavs/792-M-31/792_14_vad_0.wav,0.38410428,0,0
dataset/tow/wavs/436-M-30/436_7.wav,dataset/tow/wavs/436-M-30/436_20.wav,0.75154525,1,1
dataset/tow/wavs/436-M-30/436_7.wav,dataset/tow/wavs/65-F-30/65_4.wav,0.23231265,0,0
dataset/tow/wavs/436-M-30/436_21_vad_0.wav,dataset/tow/wavs/436-M-30/436_20.wav,0.7884919,1,1
dataset/tow/wavs/436-M-30/436_21_vad_0.wav,dataset/tow/wavs/806-M-32/806_19.wav,0.32609898,0,0
dataset/tow/wavs/437-F-27/437_21_vad_0.wav,dataset/tow/wavs/437-F-27/437_4.wav,0.7605146,1,1
dataset/tow/wavs/437-F-27/437_21_vad_0.wav,dataset/tow/wavs/43-F-27/43_21.wav,0.12351228,0,0
dataset/tow/wavs/437-F-27/437_21_vad_0.wav,dataset/tow/wavs/437-F-27/437_25.wav,0.7596613,1,1
dataset/tow/wavs/437-F-27/437_21_vad_0.wav,dataset/tow/wavs/77-F-25/77_25.wav,0.26479188,0,0
dataset/tow/wavs/437-F-27/437_4.wav,dataset/tow/wavs/437-F-27/437_25.wav,0.68695223,1,1
dataset/tow/wavs/437-F-27/437_4.wav,dataset/tow/wavs/713-F-27/713_14_vad_1.wav,0.42237297,0,0
dataset/tow/wavs/438-M-40/438_42_vad_0.wav,dataset/tow/wavs/438-M-40/438_33_vad_1.wav,0.66835266,1,1
dataset/tow/wavs/438-M-40/438_42_vad_0.wav,dataset/tow/wavs/633-F-28/633_9_vad_0.wav,0.2408144,0,0
dataset/tow/wavs/438-M-40/438_42_vad_0.wav,dataset/tow/wavs/438-M-40/438_1.wav,0.7188308,1,1
dataset/tow/wavs/438-M-40/438_42_vad_0.wav,dataset/tow/wavs/659-F-39/659_12.wav,0.40735573,0,0
dataset/tow/wavs/438-M-40/438_33_vad_1.wav,dataset/tow/wavs/438-M-40/438_1.wav,0.68704563,1,1
dataset/tow/wavs/438-M-40/438_33_vad_1.wav,dataset/tow/wavs/89-F-26/89_12.wav,0.1474091,0,0
dataset/tow/wavs/439-F-38/439_2_vad_0.wav,dataset/tow/wavs/439-F-38/439_30.wav,0.7035074,1,1
dataset/tow/wavs/439-F-38/439_2_vad_0.wav,dataset/tow/wavs/635-F-27/635_25_vad_0.wav,0.18648997,0,0
dataset/tow/wavs/439-F-38/439_2_vad_0.wav,dataset/tow/wavs/439-F-38/439_2.wav,0.9652688,1,1
dataset/tow/wavs/439-F-38/439_2_vad_0.wav,dataset/tow/wavs/640-M-54/640_10.wav,0.280503,0,0
dataset/tow/wavs/439-F-38/439_30.wav,dataset/tow/wavs/439-F-38/439_2.wav,0.69039595,1,1
dataset/tow/wavs/439-F-38/439_30.wav,dataset/tow/wavs/cuong_tow/2_en_vad_25.wav,0.21012661,0,0
dataset/tow/wavs/44-M-28/44_2.wav,dataset/tow/wavs/44-M-28/44_5_vad_0.wav,0.5957831,1,1
dataset/tow/wavs/44-M-28/44_2.wav,dataset/tow/wavs/745-F-25/745_5.wav,0.2780101,0,0
dataset/tow/wavs/44-M-28/44_2.wav,dataset/tow/wavs/44-M-28/44_0_vad_0.wav,0.5867492,1,1
dataset/tow/wavs/44-M-28/44_2.wav,dataset/tow/wavs/650-M-30/650_29.wav,0.16198039,0,0
dataset/tow/wavs/44-M-28/44_5_vad_0.wav,dataset/tow/wavs/44-M-28/44_0_vad_0.wav,0.6283792,1,1
dataset/tow/wavs/44-M-28/44_5_vad_0.wav,dataset/tow/wavs/623-M-29/623_11.wav,0.50580627,0,1
dataset/tow/wavs/440-F-29/440_29.wav,dataset/tow/wavs/440-F-29/440_22.wav,0.7422286,1,1
dataset/tow/wavs/440-F-29/440_29.wav,dataset/tow/wavs/434-F-30/434_32.wav,0.3716569,0,0
dataset/tow/wavs/440-F-29/440_29.wav,dataset/tow/wavs/440-F-29/440_22_vad_0.wav,0.74423325,1,1
dataset/tow/wavs/440-F-29/440_29.wav,dataset/tow/wavs/599-M-29/599_2.wav,0.13421977,0,0
dataset/tow/wavs/440-F-29/440_22.wav,dataset/tow/wavs/440-F-29/440_22_vad_0.wav,0.9045249,1,1
dataset/tow/wavs/440-F-29/440_22.wav,dataset/tow/wavs/63-F-27/63_10_vad_0.wav,0.09168383,0,0
dataset/tow/wavs/441-M-37/441_7.wav,dataset/tow/wavs/441-M-37/441_16_vad_0.wav,0.7351428,1,1
dataset/tow/wavs/441-M-37/441_7.wav,dataset/tow/wavs/566-F-32/566_2_vad_1.wav,0.2913075,0,0
dataset/tow/wavs/441-M-37/441_7.wav,dataset/tow/wavs/441-M-37/441_18.wav,0.74450445,1,1
dataset/tow/wavs/441-M-37/441_7.wav,dataset/tow/wavs/632-M-27/632_20_vad_0.wav,0.36136624,0,0
dataset/tow/wavs/441-M-37/441_16_vad_0.wav,dataset/tow/wavs/441-M-37/441_18.wav,0.7085606,1,1
dataset/tow/wavs/441-M-37/441_16_vad_0.wav,dataset/tow/wavs/497-F-38/497_5.wav,0.1222717,0,0
dataset/tow/wavs/442-M-36/442_18_vad_0.wav,dataset/tow/wavs/442-M-36/442_12_vad_0.wav,0.7716063,1,1
dataset/tow/wavs/442-M-36/442_18_vad_0.wav,dataset/tow/wavs/454-M-25/454_43.wav,0.4399085,0,0
dataset/tow/wavs/442-M-36/442_18_vad_0.wav,dataset/tow/wavs/442-M-36/442_31_vad_0.wav,0.70391953,1,1
dataset/tow/wavs/442-M-36/442_18_vad_0.wav,dataset/tow/wavs/565-F-26/565_5.wav,0.3456156,0,0
dataset/tow/wavs/442-M-36/442_12_vad_0.wav,dataset/tow/wavs/442-M-36/442_31_vad_0.wav,0.75857127,1,1
dataset/tow/wavs/442-M-36/442_12_vad_0.wav,dataset/tow/wavs/8-M-28/8_15_vad_1.wav,0.14325719,0,0
dataset/tow/wavs/443-F-30/443_10.wav,dataset/tow/wavs/443-F-30/443_4.wav,0.75742894,1,1
dataset/tow/wavs/443-F-30/443_10.wav,dataset/tow/wavs/577-M-27/577_6.wav,0.19779684,0,0
dataset/tow/wavs/443-F-30/443_10.wav,dataset/tow/wavs/443-F-30/443_0_vad_0.wav,0.73826516,1,1
dataset/tow/wavs/443-F-30/443_10.wav,dataset/tow/wavs/780-M-30/780_4.wav,0.21747157,0,0
dataset/tow/wavs/443-F-30/443_4.wav,dataset/tow/wavs/443-F-30/443_0_vad_0.wav,0.74558246,1,1
dataset/tow/wavs/443-F-30/443_4.wav,dataset/tow/wavs/770-M-30/770_6.wav,0.23129022,0,0
dataset/tow/wavs/444-F-27/444_13.wav,dataset/tow/wavs/444-F-27/444_26_vad_4.wav,0.6553718,1,1
dataset/tow/wavs/444-F-27/444_13.wav,dataset/tow/wavs/789-F-27/789_7.wav,0.25377244,0,0
dataset/tow/wavs/444-F-27/444_13.wav,dataset/tow/wavs/444-F-27/444_17.wav,0.6251943,1,1
dataset/tow/wavs/444-F-27/444_13.wav,dataset/tow/wavs/508-F-29/508_4.wav,0.05935331,0,0
dataset/tow/wavs/444-F-27/444_26_vad_4.wav,dataset/tow/wavs/444-F-27/444_17.wav,0.68180263,1,1
dataset/tow/wavs/444-F-27/444_26_vad_4.wav,dataset/tow/wavs/44-M-28/44_0_vad_0.wav,0.2852872,0,0
dataset/tow/wavs/445-M-32/445_10.wav,dataset/tow/wavs/445-M-32/445_16.wav,0.7671205,1,1
dataset/tow/wavs/445-M-32/445_10.wav,dataset/tow/wavs/441-M-37/441_16_vad_0.wav,0.21966033,0,0
dataset/tow/wavs/445-M-32/445_10.wav,dataset/tow/wavs/445-M-32/445_29_vad_1.wav,0.7307673,1,1
dataset/tow/wavs/445-M-32/445_10.wav,dataset/tow/wavs/601-F-27/601-26.wav,0.22798172,0,0
dataset/tow/wavs/445-M-32/445_16.wav,dataset/tow/wavs/445-M-32/445_29_vad_1.wav,0.70386225,1,1
dataset/tow/wavs/445-M-32/445_16.wav,dataset/tow/wavs/708-M-32/708_6.wav,0.30793703,0,0
dataset/tow/wavs/446-F-28/446_36.wav,dataset/tow/wavs/446-F-28/446_27.wav,0.65111005,1,1
dataset/tow/wavs/446-F-28/446_36.wav,dataset/tow/wavs/493-F-30/493_26_vad_0.wav,0.34304628,0,0
dataset/tow/wavs/446-F-28/446_36.wav,dataset/tow/wavs/446-F-28/446_42.wav,0.6647595,1,1
dataset/tow/wavs/446-F-28/446_36.wav,dataset/tow/wavs/564-M-30/564_17_vad_0.wav,0.4158844,0,0
dataset/tow/wavs/446-F-28/446_27.wav,dataset/tow/wavs/446-F-28/446_42.wav,0.7272921,1,1
dataset/tow/wavs/446-F-28/446_27.wav,dataset/tow/wavs/467-M-37/467_6_vad_2.wav,0.25665647,0,0
dataset/tow/wavs/447-M-28/447_16.wav,dataset/tow/wavs/447-M-28/447_28_vad_0.wav,0.5712476,1,1
dataset/tow/wavs/447-M-28/447_16.wav,dataset/tow/wavs/65-F-30/65_16.wav,0.27039102,0,0
dataset/tow/wavs/447-M-28/447_16.wav,dataset/tow/wavs/447-M-28/447_4_vad_0.wav,0.5837709,1,1
dataset/tow/wavs/447-M-28/447_16.wav,dataset/tow/wavs/662-M-35/662_33_vad_1.wav,0.27700222,0,0
dataset/tow/wavs/447-M-28/447_28_vad_0.wav,dataset/tow/wavs/447-M-28/447_4_vad_0.wav,0.60774434,1,1
dataset/tow/wavs/447-M-28/447_28_vad_0.wav,dataset/tow/wavs/531-M-35/531_5.wav,0.12203395,0,0
dataset/tow/wavs/448-M-34/448_3.wav,dataset/tow/wavs/448-M-34/448_34_vad_0.wav,0.69236964,1,1
dataset/tow/wavs/448-M-34/448_3.wav,dataset/tow/wavs/772-M-31/772_18.wav,0.26943302,0,0
dataset/tow/wavs/448-M-34/448_3.wav,dataset/tow/wavs/448-M-34/448_46.wav,0.49483854,1,0
dataset/tow/wavs/448-M-34/448_3.wav,dataset/tow/wavs/454-M-25/454_43.wav,0.3978004,0,0
dataset/tow/wavs/448-M-34/448_34_vad_0.wav,dataset/tow/wavs/448-M-34/448_46.wav,0.4940118,1,0
dataset/tow/wavs/448-M-34/448_34_vad_0.wav,dataset/tow/wavs/447-M-28/447_16.wav,0.39260873,0,0
dataset/tow/wavs/449-F-30/449_25.wav,dataset/tow/wavs/449-F-30/449_34.wav,0.75841844,1,1
dataset/tow/wavs/449-F-30/449_25.wav,dataset/tow/wavs/49-F-26/49_1_vad_0.wav,0.17528298,0,0
dataset/tow/wavs/449-F-30/449_25.wav,dataset/tow/wavs/449-F-30/449_11.wav,0.75160164,1,1
dataset/tow/wavs/449-F-30/449_25.wav,dataset/tow/wavs/527-M-24/527_21_vad_0.wav,0.19648457,0,0
dataset/tow/wavs/449-F-30/449_34.wav,dataset/tow/wavs/449-F-30/449_11.wav,0.6958157,1,1
dataset/tow/wavs/449-F-30/449_34.wav,dataset/tow/wavs/811-F-30/811_14.wav,0.647229,0,1
dataset/tow/wavs/45-F-25/45_7_vad_0.wav,dataset/tow/wavs/45-F-25/45_9.wav,0.7395964,1,1
dataset/tow/wavs/45-F-25/45_7_vad_0.wav,dataset/tow/wavs/810-M-30/810_6.wav,0.21036243,0,0
dataset/tow/wavs/45-F-25/45_7_vad_0.wav,dataset/tow/wavs/45-F-25/45_4.wav,0.657551,1,1
dataset/tow/wavs/45-F-25/45_7_vad_0.wav,dataset/tow/wavs/66-M-26/66_1.wav,0.24375662,0,0
dataset/tow/wavs/45-F-25/45_9.wav,dataset/tow/wavs/45-F-25/45_4.wav,0.7176961,1,1
dataset/tow/wavs/45-F-25/45_9.wav,dataset/tow/wavs/44-M-28/44_0_vad_0.wav,0.25134942,0,0
dataset/tow/wavs/450-F-35/450_24_vad_1.wav,dataset/tow/wavs/450-F-35/450_1.wav,0.5977293,1,1
dataset/tow/wavs/450-F-35/450_24_vad_1.wav,dataset/tow/wavs/464-M-31/464_15_vad_0.wav,0.3032713,0,0
dataset/tow/wavs/450-F-35/450_24_vad_1.wav,dataset/tow/wavs/450-F-35/450_32_vad_0.wav,0.78271645,1,1
dataset/tow/wavs/450-F-35/450_24_vad_1.wav,dataset/tow/wavs/572-M-26/572_23_vad_0.wav,0.09443383,0,0
dataset/tow/wavs/450-F-35/450_1.wav,dataset/tow/wavs/450-F-35/450_32_vad_0.wav,0.62118727,1,1
dataset/tow/wavs/450-F-35/450_1.wav,dataset/tow/wavs/726-M-34/726-6_vad_0.wav,0.23323941,0,0
dataset/tow/wavs/451-M-43/451_27.wav,dataset/tow/wavs/451-M-43/451_8_vad_1.wav,0.77761364,1,1
dataset/tow/wavs/451-M-43/451_27.wav,dataset/tow/wavs/766-M-26/766_13.wav,0.30750734,0,0
dataset/tow/wavs/451-M-43/451_27.wav,dataset/tow/wavs/451-M-43/451_10_vad_0.wav,0.7983314,1,1
dataset/tow/wavs/451-M-43/451_27.wav,dataset/tow/wavs/494-M-33/494_18.wav,0.20981383,0,0
dataset/tow/wavs/451-M-43/451_8_vad_1.wav,dataset/tow/wavs/451-M-43/451_10_vad_0.wav,0.7104155,1,1
dataset/tow/wavs/451-M-43/451_8_vad_1.wav,dataset/tow/wavs/749-F-27/749_3.wav,0.31416398,0,0
dataset/tow/wavs/452-M-28/452_56_vad_0.wav,dataset/tow/wavs/452-M-28/452_54.wav,0.66010994,1,1
dataset/tow/wavs/452-M-28/452_56_vad_0.wav,dataset/tow/wavs/561-M-45/561_7_vad_0.wav,0.2616288,0,0
dataset/tow/wavs/452-M-28/452_56_vad_0.wav,dataset/tow/wavs/452-M-28/452_11.wav,0.65568507,1,1
dataset/tow/wavs/452-M-28/452_56_vad_0.wav,dataset/tow/wavs/763-F-26/763_3_vad_0.wav,0.19035445,0,0
dataset/tow/wavs/452-M-28/452_54.wav,dataset/tow/wavs/452-M-28/452_11.wav,0.76680315,1,1
dataset/tow/wavs/452-M-28/452_54.wav,dataset/tow/wavs/768-M-30/768_5.wav,0.37098438,0,0
dataset/tow/wavs/453-F-27/453_26.wav,dataset/tow/wavs/453-F-27/453_53.wav,0.7212937,1,1
dataset/tow/wavs/453-F-27/453_26.wav,dataset/tow/wavs/66-M-26/66_0_vad_0.wav,0.36502922,0,0
dataset/tow/wavs/453-F-27/453_26.wav,dataset/tow/wavs/453-F-27/453_38_vad_0.wav,0.76975703,1,1
dataset/tow/wavs/453-F-27/453_26.wav,dataset/tow/wavs/766-M-26/766_19.wav,0.23215954,0,0
dataset/tow/wavs/453-F-27/453_53.wav,dataset/tow/wavs/453-F-27/453_38_vad_0.wav,0.6769494,1,1
dataset/tow/wavs/453-F-27/453_53.wav,dataset/tow/wavs/663-F-31/663_21_vad_0.wav,0.22503178,0,0
dataset/tow/wavs/454-M-25/454_43.wav,dataset/tow/wavs/454-M-25/454_13.wav,0.57990634,1,1
dataset/tow/wavs/454-M-25/454_43.wav,dataset/tow/wavs/714-M-31/714_6.wav,0.20963752,0,0
dataset/tow/wavs/454-M-25/454_43.wav,dataset/tow/wavs/454-M-25/454_41.wav,0.5773708,1,1
dataset/tow/wavs/454-M-25/454_43.wav,dataset/tow/wavs/635-F-27/635_25_vad_0.wav,0.22429195,0,0
dataset/tow/wavs/454-M-25/454_13.wav,dataset/tow/wavs/454-M-25/454_41.wav,0.61776483,1,1
dataset/tow/wavs/454-M-25/454_13.wav,dataset/tow/wavs/598-F-27/598_8.wav,0.14592627,0,0
dataset/tow/wavs/455-F-24/455_15_vad_0.wav,dataset/tow/wavs/455-F-24/455_14_vad_0.wav,0.65049016,1,1
dataset/tow/wavs/455-F-24/455_15_vad_0.wav,dataset/tow/wavs/43-F-27/43_21.wav,0.3778022,0,0
dataset/tow/wavs/455-F-24/455_15_vad_0.wav,dataset/tow/wavs/455-F-24/455_8_vad_0.wav,0.65750664,1,1
dataset/tow/wavs/455-F-24/455_15_vad_0.wav,dataset/tow/wavs/776-M-30/776_17.wav,0.19295822,0,0
dataset/tow/wavs/455-F-24/455_14_vad_0.wav,dataset/tow/wavs/455-F-24/455_8_vad_0.wav,0.7417067,1,1
dataset/tow/wavs/455-F-24/455_14_vad_0.wav,dataset/tow/wavs/502-F-28/502_23.wav,0.12562129,0,0
dataset/tow/wavs/456-F-34/456_9.wav,dataset/tow/wavs/456-F-34/456_7_vad_0.wav,0.7240885,1,1
dataset/tow/wavs/456-F-34/456_9.wav,dataset/tow/wavs/772-M-31/772_5.wav,0.27749664,0,0
dataset/tow/wavs/456-F-34/456_9.wav,dataset/tow/wavs/456-F-34/456_24.wav,0.64675885,1,1
dataset/tow/wavs/456-F-34/456_9.wav,dataset/tow/wavs/87-F-26/87_15_vad_0.wav,0.2533472,0,0
dataset/tow/wavs/456-F-34/456_7_vad_0.wav,dataset/tow/wavs/456-F-34/456_24.wav,0.6537442,1,1
dataset/tow/wavs/456-F-34/456_7_vad_0.wav,dataset/tow/wavs/63-F-27/63_10_vad_0.wav,0.23039493,0,0
dataset/tow/wavs/457-M-36/457_6.wav,dataset/tow/wavs/457-M-36/457_25.wav,0.58579725,1,1
dataset/tow/wavs/457-M-36/457_6.wav,dataset/tow/wavs/519-F-20/519_30.wav,0.319828,0,0
dataset/tow/wavs/457-M-36/457_6.wav,dataset/tow/wavs/457-M-36/457_28.wav,0.5986048,1,1
